Gen#	Conn.	MW
1	1	165.627
2	2	28.7212
T.line#	From	To	From MW	To MW
1	1	2	-108.658	108.658
2	1	5	-55.9802	55.9802
3	2	3	-58.2635	58.2635
4	2	4	-35.8027	35.8027
5	2	5	-27.8003	27.8003
6	3	4	29.0276	-29.0276
7	4	5	60.9191	-60.9191
8	4	7	-17.7753	17.7753
9	4	9	-8.55569	8.55569
10	5	6	-21.8751	21.8751
11	6	11	-5.75377	5.75377
12	6	12	-1.50415	1.50415
13	6	13	-10.5566	10.5566
14	7	8	-0.113974	0.113974
15	7	9	-17.3064	17.3064
16	9	10	-0.139792	0.139792
17	9	14	-3.23211	3.23211
18	10	11	1.57625	-1.57625
20	13	14	-4.35809	4.35809
