Gen#	Conn.	MW
1	1	163.471
2	2	27.9829
T.line#	From	To	From MW	To MW
1	1	2	-113.567	113.567
2	1	5	-49.5301	49.5301
3	2	3	-60.1956	60.1956
4	2	4	-40.7194	40.7194
5	2	5	-25.7698	25.7698
6	3	4	26.7993	-26.7993
7	4	5	45.9067	-45.9067
8	4	7	-19.0996	19.0996
10	5	6	-28.6972	28.6972
11	6	11	-7.32766	7.32766
12	6	12	-6.4722	6.4722
13	6	13	-10.7831	10.7831
14	7	8	-0.0690353	0.0690353
15	7	9	-18.8237	18.8237
16	9	10	1.48056	-1.48056
17	9	14	1.7965	-1.7965
18	10	11	3.13386	-3.13386
19	12	13	-4.85822	4.85822
20	13	14	-9.30395	9.30395
