Gen#	Conn.	MW
1	1	220.799
2	2	68.5283
T.line#	From	To	From MW	To MW
1	1	2	-146.594	146.594
2	1	5	-73.8125	73.8125
3	2	3	-75.8573	75.8573
4	2	4	-64.0346	64.0346
5	2	5	-50.353	50.353
6	3	4	21.1212	-21.1212
7	4	5	50.7953	-50.7953
8	4	7	-43.0503	43.0503
10	5	6	-62.6895	62.6895
11	6	11	-10.6299	10.6299
12	6	12	-14.5421	14.5421
13	6	13	-23.5752	23.5752
14	7	8	-0.0378213	0.0378213
15	7	9	-42.8974	42.8974
16	9	10	-6.93117	6.93117
17	9	14	-4.10168	4.10168
18	10	11	4.56964	-4.56964
19	12	13	-5.85495	5.85495
20	13	14	-13.2334	13.2334
