Gen#	Conn.	MW
1	1	182.361
2	2	31.5151
T.line#	From	To	From MW	To MW
1	1	2	-134.273	134.273
2	1	5	-48.6458	48.6458
3	2	3	-89.0312	89.0312
4	2	4	-37.842	37.842
5	2	5	-22.6262	22.6262
7	4	5	42.3043	-42.3043
8	4	7	-24.3912	24.3912
9	4	9	-12.6603	12.6603
10	5	6	-26.3259	26.3259
11	6	11	-7.98726	7.98726
12	6	12	0.0472501	-0.0472501
13	6	13	-11.0415	11.0415
14	7	8	-0.19197	0.19197
15	7	9	-23.6538	23.6538
16	9	10	0.87523	-0.87523
17	9	14	-11.3312	11.3312
18	10	11	5.68083	-5.68083
19	12	13	1.99568	-1.99568
20	13	14	0.477567	-0.477567
