Gen#	Conn.	MW
1	1	226.044
2	2	39.1066
T.line#	From	To	From MW	To MW
1	1	2	-151.369	151.369
2	1	5	-73.9997	73.9997
3	2	3	-69.1411	69.1411
4	2	4	-53.7374	53.7374
5	2	5	-44.8253	44.8253
6	3	4	25.5603	-25.5603
7	4	5	68.842	-68.842
8	4	7	-30.3442	30.3442
9	4	9	-17.94	17.94
10	5	6	-41.6414	41.6414
11	6	11	-3.63468	3.63468
12	6	12	-8.75359	8.75359
13	6	13	-17.668	17.668
14	7	8	-0.116393	0.116393
15	7	9	-29.871	29.871
16	9	10	-9.16716	9.16716
17	9	14	-8.69933	8.69933
19	12	13	-2.47896	2.47896
20	13	14	-6.39612	6.39612
