Gen#	Conn.	MW
1	1	272.206
2	2	47.0039
T.line#	From	To	From MW	To MW
1	1	2	-164.027	164.027
2	1	5	-107.585	107.585
3	2	3	-90.2176	90.2176
4	2	4	-93.2577	93.2577
6	3	4	9.42496	-9.42496
7	4	5	35.1158	-35.1158
8	4	7	-42.0224	42.0224
9	4	9	-23.3679	23.3679
10	5	6	-59.3374	59.3374
11	6	11	-9.1205	9.1205
12	6	12	-10.0555	10.0555
13	6	13	-23.654	23.654
14	7	8	-0.0943132	0.0943132
15	7	9	-41.638	41.638
16	9	10	-13.7199	13.7199
17	9	14	-16.3552	16.3552
18	10	11	0.459762	-0.459762
19	12	13	1.20418	-1.20418
20	13	14	-3.73774	3.73774
