Gen#	Conn.	MW
1	1	279.614
2	2	49.2024
T.line#	From	To	From MW	To MW
1	1	2	-190.323	190.323
2	1	5	-88.4118	88.4118
3	2	3	-83.51	83.51
4	2	4	-78.1247	78.1247
5	2	5	-49.3539	49.3539
6	3	4	16.554	-16.554
7	4	5	123.89	-123.89
8	4	7	-83.4253	83.4253
9	4	9	-47.4968	47.4968
11	6	11	28.8275	-28.8275
12	6	12	-6.47058	6.47058
13	6	13	-5.03022	5.03022
14	7	8	-0.287048	0.287048
15	7	9	-82.2885	82.2885
16	9	10	-53.0566	53.0566
17	9	14	-40.809	40.809
18	10	11	-38.1875	38.1875
19	12	13	5.46984	-5.46984
20	13	14	20.0608	-20.0608
