Gen#	Conn.	MW
1	1	223.08
2	2	69.0523
T.line#	From	To	From MW	To MW
1	1	2	-146.842	146.842
2	1	5	-75.4277	75.4277
3	2	3	-74.9865	74.9865
4	2	4	-63.2293	63.2293
5	2	5	-52.1312	52.1312
6	3	4	22.2998	-22.2998
7	4	5	47.3364	-47.3364
9	4	9	-37.0987	37.0987
10	5	6	-69.1874	69.1874
11	6	11	-18.3004	18.3004
12	6	12	-10.9741	10.9741
13	6	13	-25.9017	25.9017
14	7	8	-0.0155823	0.0155823
15	7	9	0.059186	-0.059186
16	9	10	0.613301	-0.613301
17	9	14	-5.47362	5.47362
18	10	11	12.1943	-12.1943
19	12	13	-2.25389	2.25389
20	13	14	-11.9977	11.9977
