Gen#	Conn.	MW
1	1	164.747
2	2	28.3971
T.line#	From	To	From MW	To MW
1	1	2	-104.128	104.128
2	1	5	-60.6052	60.6052
3	2	3	-59.6473	59.6473
4	2	4	-40.9937	40.9937
5	2	5	-18.1293	18.1293
6	3	4	26.9348	-26.9348
7	4	5	78.8009	-78.8009
8	4	7	-32.1737	32.1737
9	4	9	-20.4077	20.4077
11	6	11	6.28783	-6.28783
12	6	12	-1.35345	1.35345
13	6	13	-0.0561653	0.0561653
14	7	8	-0.1096	0.1096
15	7	9	-31.742	31.742
16	9	10	-13.1215	13.1215
17	9	14	-16.1821	16.1821
18	10	11	-11.0455	11.0455
19	12	13	0.964647	-0.964647
20	13	14	8.06042	-8.06042
