Gen#	Conn.	MW
1	1	181.031
2	2	31.0707
T.line#	From	To	From MW	To MW
1	1	2	-122.469	122.469
2	1	5	-57.9728	57.9728
3	2	3	-61.0754	61.0754
4	2	4	-41.5829	41.5829
5	2	5	-33.2586	33.2586
6	3	4	28.555	-28.555
7	4	5	63.9088	-63.9088
8	4	7	-21.8005	21.8005
9	4	9	-11.5393	11.5393
10	5	6	-24.1061	24.1061
11	6	11	-7.25035	7.25035
12	6	12	-10.3864	10.3864
14	7	8	-0.0899782	0.0899782
15	7	9	-21.4323	21.4323
16	9	10	1.38704	-1.38704
17	9	14	-9.46833	9.46833
18	10	11	5.57492	-5.57492
19	12	13	-9.1651	9.1651
20	13	14	-0.573502	0.573502
