Gen#	Conn.	MW
1	1	272.578
2	2	47.1394
T.line#	From	To	From MW	To MW
1	1	2	-181.137	181.137
2	1	5	-90.7538	90.7538
3	2	3	-77.5822	77.5822
4	2	4	-66.6737	66.6737
5	2	5	-56.2613	56.2613
6	3	4	22.1076	-22.1076
7	4	5	77.8315	-77.8315
8	4	7	-42.9974	42.9974
9	4	9	-25.7107	25.7107
10	5	6	-55.833	55.833
12	6	12	-13.754	13.754
13	6	13	-25.5183	25.5183
14	7	8	-0.101427	0.101427
15	7	9	-42.5851	42.5851
16	9	10	-22.6305	22.6305
17	9	14	-10.8677	10.8677
18	10	11	-8.53342	8.53342
19	12	13	-2.44983	2.44983
20	13	14	-9.18655	9.18655
