Gen#	Conn.	MW
1	1	36.71
2	2	49.2721
3	13	19.5936
4	22	15.9919
5	23	9.66182
6	27	9.74859
T.line#	From	To	From MW	To MW
1	1	2	-17.9214	17.9214
2	1	3	-20.7737	20.7737
3	2	4	-15.3991	15.3991
4	2	5	-13.4868	13.4868
5	2	6	-20.687	20.687
6	3	4	-20.1519	20.1519
7	4	6	-30.7011	30.7011
8	4	12	-0.580878	0.580878
9	5	7	-14.8545	14.8545
10	6	7	-5.95804	5.95804
11	6	8	-28.466	28.466
12	6	9	-9.8715	9.8715
13	6	10	-10.7766	10.7766
14	6	28	-0.370144	0.370144
15	8	28	-0.156011	0.156011
16	9	10	-11.7779	11.7779
17	9	11	0.462203	-0.462203
18	10	17	-5.64716	5.64716
19	10	20	-5.2045	5.2045
20	10	21	3.22992	-3.22992
21	10	22	-2.47737	2.47737
22	12	13	21.0226	-21.0226
23	12	14	-1.19608	1.19608
24	12	15	-9.16405	9.16405
25	12	16	-4.00736	4.00736
26	14	15	2.94352	-2.94352
27	15	18	-5.13623	5.13623
28	15	23	3.78975	-3.78975
29	16	17	-2.06209	2.06209
30	18	19	-3.60389	3.60389
31	19	20	4.4135	-4.4135
32	21	22	19.3755	-19.3755
33	22	24	-0.917565	0.917565
34	23	24	-5.24767	5.24767
35	24	25	0.391851	-0.391851
36	25	26	-1.91945	1.91945
37	25	27	0.590419	-0.590419
38	28	27	-2.05888	2.05888
39	27	29	-5.59309	5.59309
40	27	30	-7.0279	7.0279
41	29	30	-3.3964	3.3964
