Gen#	Conn.	MW
1	1	36.0807
2	2	48.4917
3	13	19.5488
4	22	15.9344
5	23	9.05447
6	27	9.00137
T.line#	From	To	From MW	To MW
1	1	2	-18.3296	18.3296
2	1	3	-20.3873	20.3873
3	2	4	-16.339	16.339
4	2	5	-13.3853	13.3853
5	2	6	-20.1381	20.1381
6	3	4	-20.4472	20.4472
7	4	6	-31.6464	31.6464
8	4	12	-1.51705	1.51705
9	5	7	-14.8539	14.8539
10	6	7	-5.92378	5.92378
11	6	8	-32.1164	32.1164
12	6	9	-6.56126	6.56126
13	6	10	-10.8089	10.8089
15	8	28	-3.6295	3.6295
16	9	10	-8.39111	8.39111
17	9	11	0.445371	-0.445371
18	10	17	-7.91484	7.91484
19	10	20	-7.07738	7.07738
20	10	21	1.34727	-1.34727
21	10	22	-2.89278	2.89278
22	12	13	21.0523	-21.0523
23	12	14	-1.64482	1.64482
24	12	15	-7.54449	7.54449
25	12	16	-1.44721	1.44721
26	14	15	2.41791	-2.41791
27	15	18	-4.05109	4.05109
28	15	23	3.85823	-3.85823
29	16	17	0.294207	-0.294207
30	18	19	-2.3094	2.3094
31	19	20	6.00929	-6.00929
32	21	22	17.6704	-17.6704
33	22	24	-2.71845	2.71845
34	23	24	-4.26448	4.26448
35	24	25	0.0778784	-0.0778784
36	25	26	-2.71127	2.71127
37	25	27	1.7623	-1.7623
38	28	27	-4.36637	4.36637
39	27	29	-5.67326	5.67326
40	27	30	-6.8795	6.8795
41	29	30	-3.5006	3.5006
