Gen#	Conn.	MW
1	1	35.7037
2	2	48.0999
3	13	19.3483
4	22	15.4463
5	23	8.71365
6	27	8.63908
T.line#	From	To	From MW	To MW
1	1	2	-17.8282	17.8282
2	1	3	-20.1128	20.1128
3	2	4	-15.3356	15.3356
4	2	5	-12.9035	12.9035
5	2	6	-20.3137	20.3137
6	3	4	-19.6728	19.6728
7	4	6	-29.8883	29.8883
8	4	12	-0.992159	0.992159
9	5	7	-14.2895	14.2895
10	6	7	-6.54003	6.54003
11	6	8	-28.8662	28.8662
12	6	9	-8.51848	8.51848
13	6	10	-9.23007	9.23007
14	6	28	-1.04498	1.04498
15	8	28	-0.505731	0.505731
16	9	10	-10.4382	10.4382
17	9	11	0.469267	-0.469267
18	10	17	-6.39561	6.39561
19	10	20	-7.92331	7.92331
21	10	22	-2.33463	2.33463
22	12	13	20.8136	-20.8136
23	12	14	-1.41161	1.41161
24	12	15	-10.205	10.205
25	12	16	-3.10133	3.10133
26	14	15	2.66325	-2.66325
27	15	18	-6.47774	6.47774
28	15	23	3.83092	-3.83092
29	16	17	-1.25451	1.25451
30	18	19	-1.64494	1.64494
31	19	20	6.79552	-6.79552
32	21	22	16.7926	-16.7926
33	22	24	-2.62359	2.62359
34	23	24	-4.34331	4.34331
35	24	25	-0.358401	0.358401
36	25	26	-2.06385	2.06385
37	25	27	0.143595	-0.143595
38	28	27	-3.01992	3.01992
39	27	29	-5.70815	5.70815
40	27	30	-7.11985	7.11985
41	29	30	-3.41637	3.41637
