Gen#	Conn.	MW
1	1	38.086
2	2	50.6629
3	13	20.1059
4	22	18.3804
5	23	10.3059
6	27	10.2253
T.line#	From	To	From MW	To MW
1	1	2	-18.3752	18.3752
2	1	3	-23.0201	23.0201
3	2	4	-21.8493	21.8493
4	2	5	-11.1089	11.1089
5	2	6	-19.9001	19.9001
6	3	4	-23.5046	23.5046
7	4	6	-35.9831	35.9831
8	4	12	-6.13872	6.13872
9	5	7	-12.6892	12.6892
10	6	7	-8.0391	8.0391
11	6	8	-31.3731	31.3731
12	6	9	-8.97275	8.97275
13	6	10	-12.0127	12.0127
14	6	28	0.223301	-0.223301
15	8	28	-2.99026	2.99026
16	9	10	-10.5369	10.5369
17	9	11	0.375872	-0.375872
18	10	17	-3.40738	3.40738
19	10	20	-5.85311	5.85311
21	10	22	0.447693	-0.447693
22	12	13	21.5867	-21.5867
23	12	14	-4.71554	4.71554
24	12	15	-9.79306	9.79306
25	12	16	-6.04315	6.04315
26	14	15	-0.355475	0.355475
27	15	18	-6.73007	6.73007
28	15	23	2.24943	-2.24943
29	16	17	-4.27691	4.27691
30	18	19	-4.50111	4.50111
31	19	20	4.30392	-4.30392
32	21	22	17.3251	-17.3251
33	22	24	-1.24959	1.24959
34	23	24	-6.17789	6.17789
35	24	25	0.449224	-0.449224
36	25	26	-2.71225	2.71225
37	25	27	2.32169	-2.32169
38	28	27	-4.28916	4.28916
39	27	29	-6.34862	6.34862
40	27	30	-6.63643	6.63643
41	29	30	-3.97024	3.97024
