Gen#	Conn.	MW
1	1	36.3422
2	2	48.6566
3	13	19.6799
4	22	15.4923
5	23	9.02706
6	27	8.91503
T.line#	From	To	From MW	To MW
1	1	2	-12.8339	12.8339
2	1	3	-27.3614	27.3614
3	2	4	-24.901	24.901
4	2	5	1.18251	-1.18251
5	2	6	-22.9591	22.9591
6	3	4	-28.4061	28.4061
7	4	6	-43.6788	43.6788
8	4	12	-7.17173	7.17173
10	6	7	-21.2968	21.2968
11	6	8	-31.198	31.198
12	6	9	-8.90203	8.90203
13	6	10	-9.52114	9.52114
14	6	28	-0.840583	0.840583
15	8	28	-3.15956	3.15956
16	9	10	-10.6741	10.6741
17	9	11	0.438935	-0.438935
18	10	17	-4.25553	4.25553
19	10	20	-8.7342	8.7342
20	10	21	0.835982	-0.835982
21	10	22	-4.11957	4.11957
22	12	13	21.3224	-21.3224
23	12	14	-5.00674	5.00674
24	12	15	-11.5791	11.5791
25	12	16	-5.16319	5.16319
26	14	15	-0.783947	0.783947
27	15	18	-7.64611	7.64611
28	15	23	0.927224	-0.927224
29	16	17	-3.49237	3.49237
30	18	19	-2.24087	2.24087
31	19	20	6.867	-6.867
32	21	22	17.9322	-17.9322
33	22	24	-2.16062	2.16062
34	23	24	-5.9795	5.9795
35	24	25	0.248309	-0.248309
36	25	26	-3.74326	3.74326
37	25	27	3.88627	-3.88627
38	28	27	-5.80668	5.80668
39	27	29	-5.78097	5.78097
40	27	30	-6.0647	6.0647
41	29	30	-3.95687	3.95687
