69	6				
8	0.01	40	0	100	0
10	0.01	40	0	100	0
19	0.01	40	0	100	0
55	0.01	40	0	100	0
63	0.01	40	0	100	0
69	0.0266667	20	0	475	0
76	0.0645161	20	0	255	0
77	0.0344828	20	0	390	0
80	0.147059	20	0	168	0
88	0.0854701	20	0	217	0
98	0.00518135	20	0	2030	0
103	0.0416667	20	0	340	0
104	0.01	40	0	100	0
117	0.01	40	0	100	0
120	0.0355872	20	0	381	0
122	0.0143678	20	0	796	0
125	0.119048	20	0	184	0
126	0.0460829	20	0	317	0
128	0.0970874	20	0	203	0
131	0.0268817	20	0	472	0
132	0.0462963	20	0	316	0
135	0.01	40	0	100	0
149	0.0487805	20	0	305	0
150	0.01	40	0	100	0
155	0.0438596	20	0	328	0
156	0.119048	20	0	184	0
164	0.05	20	0	300	0
165	0.00833333	20	0	1300	0
166	0.00833333	20	0	1300	0
169	0.0210526	20	0	575	0
170	0.00506842	20	0	2073	0
177	0.0235849	20	0	524	0
192	0.0367647	20	0	372	0
199	0.1	20	0	200	0
200	0.0222222	20	0	550	0
201	0.04	20	0	350	0
206	0.0330033	20	0	403	0
209	0.0289855	20	0	445	0
212	0.0333333	20	0	400	0
215	0.0166667	20	0	700	0
217	0.04	20	0	350	0
218	0.0181818	20	0	650	0
220	0.0173783	20	0	675.43	0
221	0.0588235	20	0	270	0
222	0.119048	20	0	184	0
247	0.0214133	20	0	567	0
248	0.0160514	20	0	723	0
249	0.00826446	20	0	1310	0
250	0.042735	20	0	334	0
251	0.0268817	20	0	472	0
252	0.030303	20	0	430	0
253	0.0540541	20	0	285	0
254	0.0243902	20	0	510	0
255	0.02	20	0	600	0
256	0.27027	20	0	137	0
257	0.01	40	0	2399.01	0
258	0.222222	20	0	145	0
259	0.0606061	20	0	265	0
260	0.025	20	0	500	0
261	0.025	20	0	500	0
262	0.0862069	20	0	216	0
263	0.00773994	20	0	1392	0
264	0.0142857	20	0	800	0
265	0.0180832	20	0	653	0
267	0.01	40	0	100	0
292	0.01	40	0	100	0
294	0.01	40	0	100	0
295	0.2	20	0	150	0
296	1.25	20	0	108	0
