34	6				
1	-72.561	-67.561	-77.561	-75.061	-65.061
2	-64.923	-59.923	-69.923	-67.423	-57.423
3	-120.2985	-115.2985	-125.2985	-122.7985	-112.7985
4	-49.647	-44.647	-54.647	-52.147	-42.147
5	-47.7375	-42.7375	-52.7375	-50.2375	-40.2375
6	-91.656	-86.656	-96.656	-94.156	-84.156
7	-84.018	-79.018	-89.018	-86.518	-76.518
8	-114.57	-109.57	-119.57	-117.07	-107.07
9	-116.4795	-111.4795	-121.4795	-118.9795	-108.9795
10	-129.846	-124.846	-134.846	-132.346	-122.346
13	-177.5835	-172.5835	-182.5835	-180.0835	-170.0835
14	-129.846	-124.846	-134.846	-132.346	-122.346
15	-211.9545	-206.9545	-216.9545	-214.4545	-204.4545
16	-66.8325	-61.8325	-71.8325	-69.3325	-59.3325
18	-223.4115	-218.4115	-228.4115	-225.9115	-215.9115
19	-122.208	-117.208	-127.208	-124.708	-114.708
20	-85.9275	-80.9275	-90.9275	-88.4275	-78.4275
25	-72.561	-67.561	-77.561	-75.061	-65.061
26	-64.923	-59.923	-69.923	-67.423	-57.423
27	-120.2985	-115.2985	-125.2985	-122.7985	-112.7985
28	-49.647	-44.647	-54.647	-52.147	-42.147
29	-47.7375	-42.7375	-52.7375	-50.2375	-40.2375
30	-91.656	-86.656	-96.656	-94.156	-84.156
31	-84.018	-79.018	-89.018	-86.518	-76.518
32	-114.57	-109.57	-119.57	-117.07	-107.07
33	-116.4795	-111.4795	-121.4795	-118.9795	-108.9795
34	-129.846	-124.846	-134.846	-132.346	-122.346
37	-177.5835	-172.5835	-182.5835	-180.0835	-170.0835
38	-129.846	-124.846	-134.846	-132.346	-122.346
39	-211.9545	-206.9545	-216.9545	-214.4545	-204.4545
40	-66.8325	-61.8325	-71.8325	-69.3325	-59.3325
42	-223.4115	-218.4115	-228.4115	-225.9115	-215.9115
43	-122.208	-117.208	-127.208	-124.708	-114.708
44	-85.9275	-80.9275	-90.9275	-88.4275	-78.4275
