Gen#	Conn.	MW
1	7	15.0007
2	20	15.0049
3	25	15.0313
4	81	15.0169
5	52	15.0114
6	105	380.883
7	114	157.651
8	115	294.65
9	120	69.2845
10	121	119.07
11	139	1953.06
12	135	243.916
13	144	15.0107
14	173	15.0033
15	178	285.512
16	184	706.55
17	181	85.5458
18	182	220.572
19	187	104.849
20	167	377.839
21	191	219.557
22	195	15.0141
23	161	208.392
24	163	15.0075
25	203	231.734
26	204	85.546
27	206	203.319
28	171	1217.62
29	205	1217.63
30	212	482.345
31	215	1995.86
32	226	430.606
33	235	276.382
34	241	101.803
35	243	456.977
36	246	254.059
37	249	307.837
38	252	350.448
39	254	304.793
40	256	609.155
41	244	254.059
42	258	558.431
43	257	584.229
44	237	172.874
45	262	85.5467
46	4	474.216
47	8	632.479
48	13	1227.77
49	22	237.822
50	24	377.837
51	32	335.237
52	39	188.099
53	41	416.396
54	59	507.719
55	68	37.7432
56	75	15.1009
57	79	45.8884
58	82	167.8
59	86	406.251
60	89	406.251
61	98	118.053
62	160	1310.79
63	177	710.606
64	201	561.471
65	270	15.0343
66	288	15.0421
67	290	15.0415
68	291	50.9784
69	292	8.17447
T.line#	From	To	From MW	To MW
1	1	2	12.7632	-12.7632
2	2	3	-371.117	371.117
3	4	2	-474.104	474.104
4	1	5	40.9961	-40.9961
5	5	6	-91.2608	91.2608
6	5	7	-443.859	443.859
7	8	5	-632.375	632.375
8	1	9	-938.344	938.344
9	1	10	-204.609	204.609
10	1	11	-172.577	172.577
11	1	12	54.409	-54.409
12	13	1	-1227.69	1227.69
13	9	14	-938.232	938.232
14	10	3	-104.372	104.372
15	3	15	-122.318	122.318
16	10	6	-28.8584	28.8584
17	10	16	-128.771	128.771
18	10	17	57.6311	-57.6311
19	7	18	-2.8515	2.8515
20	7	19	-397.704	397.704
21	15	18	-26.1879	26.1879
22	20	18	10.3392	-10.3392
23	16	20	-122.832	122.832
24	18	21	-173.169	173.169
25	22	18	-237.734	237.734
26	16	23	-383.516	383.516
27	24	16	-377.75	377.75
28	21	25	-115.045	115.045
29	19	26	-237.49	237.49
30	14	26	-246.465	246.465
31	26	27	-226.169	226.169
32	26	28	-63.2815	63.2815
33	26	29	-34.2665	34.2665
34	26	30	-32.9691	32.9691
35	14	31	-691.529	691.529
36	32	27	-335.075	335.075
37	11	23	82.301	-82.301
38	11	33	-254.745	254.745
39	23	25	-468.803	468.803
40	25	34	18.6719	-18.6719
41	25	35	-22.3204	22.3204
42	23	36	244.793	-244.793
43	34	37	99.7891	-99.7891
44	36	37	-55.4914	55.4914
45	37	38	-122.533	122.533
46	39	37	-188.023	188.023
47	36	40	-115.878	115.878
48	41	36	-416.318	416.318
49	38	42	-77.4197	77.4197
50	42	35	-46.7935	46.7935
51	42	43	-2.4753	2.4753
52	44	45	163.255	-163.255
53	44	46	-112.71	112.71
54	44	47	-51.887	51.887
55	44	48	56.9455	-56.9455
56	45	31	163.488	-163.488
57	49	50	-88.3831	88.3831
58	50	51	-49.4889	49.4889
59	50	52	-67.4583	67.4583
60	50	53	29.1671	-29.1671
61	49	54	88.6684	-88.6684
62	28	46	-37.6979	37.6979
63	28	47	-23.6777	23.6777
64	28	48	53.6037	-53.6037
65	28	55	-38.6068	38.6068
66	28	29	28.3503	-28.3503
67	28	30	29.1486	-29.1486
68	28	56	11.7357	-11.7357
69	46	48	81.5821	-81.5821
70	46	57	-76.3688	76.3688
71	58	31	-507.274	507.274
72	59	58	-507.497	507.497
73	47	60	-29.0642	29.0642
74	48	31	340.098	-340.098
75	48	55	-24.4937	24.4937
76	48	61	-36.6212	36.6212
77	31	62	-694.662	694.662
78	57	63	-10.3801	10.3801
79	57	60	8.19648	-8.19648
80	57	64	-34.559	34.559
81	65	63	-262.361	262.361
82	63	66	-138.404	138.404
83	63	67	23.953	-23.953
84	68	63	-37.484	37.484
85	65	62	262.163	-262.163
86	65	69	319.155	-319.155
87	65	70	-318.449	318.449
88	62	71	-432.126	432.126
89	66	72	-51.1731	51.1731
90	66	73	-28.6906	28.6906
91	60	74	20.6031	-20.6031
92	55	61	14.6691	-14.6691
93	75	55	-14.8521	14.8521
94	61	76	-16.4633	16.4633
95	76	77	44.8947	-44.8947
96	64	67	34.8182	-34.8182
97	67	77	69.271	-69.271
98	77	78	91.1014	-91.1014
99	79	77	-45.6523	45.6523
100	78	80	41.9005	-41.9005
101	78	81	-19.923	19.923
102	82	78	-167.607	167.607
103	80	83	56.1685	-56.1685
104	83	84	274.439	-274.439
105	69	85	319.379	-319.379
106	85	84	-95.7454	95.7454
107	86	84	-406.065	406.065
108	85	87	-181.186	181.186
109	85	88	190.677	-190.677
110	89	85	-406.074	406.074
111	81	87	181.004	-181.004
112	81	90	-145.485	145.485
113	91	92	29.8882	-29.8882
114	93	91	51.7054	-51.7054
115	91	94	22.2833	-22.2833
116	95	96	84.8525	-84.8525
117	95	97	-28.4017	28.4017
118	96	51	19.7459	-19.7459
119	96	72	64.0983	-64.0983
120	98	96	-117.754	117.754
121	51	53	42.3159	-42.3159
122	51	99	-14.3037	14.3037
123	72	70	302.65	-302.65
124	72	52	-55.5135	55.5135
125	72	92	-9.34115	9.34115
126	70	54	35.5356	-35.5356
127	70	100	-50.7793	50.7793
128	52	53	70.7359	-70.7359
129	53	101	274.843	-274.843
130	53	102	-16.1146	16.1146
131	53	103	-11.4032	11.4032
132	53	104	-29.9028	29.9028
133	101	92	-68.147	68.147
134	101	105	343.436	-343.436
135	92	94	1.14148	-1.14148
136	102	94	12.3491	-12.3491
137	71	54	-124.632	124.632
138	71	106	-175.12	175.12
139	71	107	-131.788	131.788
140	108	109	107.771	-107.771
141	108	110	-107.569	107.569
142	109	33	165.9	-165.9
143	109	111	-42.6768	42.6768
144	109	112	-15.0844	15.0844
145	33	113	-88.6297	88.6297
146	29	114	38.6805	-38.6805
147	30	115	62.6333	-62.6333
148	114	113	5.40979	-5.40979
149	114	116	-106.508	106.508
150	115	117	-74.0035	74.0035
151	115	118	-141.661	141.661
152	113	116	-22.6081	22.6081
153	116	119	-49.519	49.519
154	116	111	-43.8408	43.8408
155	116	117	4.72026	-4.72026
156	120	119	6.59076	-6.59076
157	120	111	-8.7913	8.7913
158	110	74	45.6375	-45.6375
159	110	121	29.5021	-29.5021
160	110	122	-39.0666	39.0666
161	110	123	-59.5009	59.5009
162	119	111	-42.6407	42.6407
163	111	124	-59.5722	59.5722
164	117	118	-36.8554	36.8554
165	124	121	-47.972	47.972
166	124	125	-2.60036	2.60036
167	118	74	-71.295	71.295
168	118	123	-57.0688	57.0688
169	121	126	-24.912	24.912
170	122	123	18.5131	-18.5131
171	122	73	2.09672	-2.09672
172	122	127	-28.3651	28.3651
173	123	128	-34.4717	34.4717
174	128	127	-14.4762	14.4762
175	127	129	-24.1038	24.1038
176	130	131	-39.9393	39.9393
177	131	132	-39.9136	39.9136
178	133	134	9.26175	-9.26175
179	133	135	-9.22988	9.22988
180	136	137	376.844	-376.844
181	138	136	376.805	-376.805
