
Locational Marginal Prices for Real Power at nodes ($/MWh): 
1	-40.176
2	-40.1761
3	-40.1757
4	-40.1761
5	-40.1756
6	-40.176
7	-40.1756
8	-40.1756
9	-40.1768
10	-40.1754
11	-40.1762
12	-40.176
13	-40.176
14	-40.1768
15	-40.1756
16	-40.176
17	-40.176
18	-40.1754
19	-40.176
20	-40.1759
21	-40.1757
22	-40.1754
23	-40.1761
24	-40.176
25	-40.176
26	-40.1764
27	-40.1764
28	-40.1763
29	-40.1762
30	-40.1763
31	-40.1764
32	-40.1764
33	-40.1761
34	-40.176
35	-40.1761
36	-40.1762
37	-40.1762
38	-40.1762
39	-40.1762
40	-40.1762
41	-40.1762
42	-40.1762
43	-40.1762
44	-40.1759
45	-40.177
46	-40.1767
47	-40.176
48	-40.1763
49	-40.1759
50	-40.1758
51	-40.1758
52	-40.1759
53	-40.1758
54	-40.1759
55	-40.1763
56	-40.1762
57	-40.1764
58	-40.1764
59	-40.1764
60	-40.1761
61	-40.1763
62	-40.1762
63	-40.1763
64	-40.1764
65	-40.1763
66	-40.1761
67	-40.1763
68	-40.1763
69	-40.1763
70	-40.1759
71	-40.176
72	-40.1758
73	-40.176
74	-40.1761
75	-40.1763
76	-40.1763
77	-40.1762
78	-40.1761
79	-40.1762
80	-40.1761
81	-40.1761
82	-40.1761
83	-40.1761
84	-40.1761
85	-40.1761
86	-40.1761
87	-40.1761
88	-40.1763
89	-40.1761
90	-40.1761
91	-40.1755
92	-40.1756
93	-40.1755
94	-40.1754
95	-40.1758
96	-40.1758
97	-40.1758
98	-40.1758
99	-40.1758
100	-40.1758
101	-40.1757
102	-40.1757
103	-40.1758
104	-40.1758
105	-40.1757
106	-40.1758
107	-40.1757
108	-40.176
109	-40.1761
110	-40.176
111	-40.176
112	-40.1761
113	-40.1761
114	-40.1761
115	-40.1761
116	-40.1761
117	-40.1761
118	-40.1761
119	-40.1761
120	-40.176
121	-40.176
122	-40.1759
123	-40.1759
124	-40.176
125	-40.176
126	-40.176
127	-40.1757
128	-40.1757
129	-40.1756
130	-40.1761
131	-40.1758
132	-40.1758
133	-40.1767
134	-40.1775
135	-40.1768
136	-40.1768
137	-40.1779
138	-40.1766
139	-40.1776
140	-40.1776
141	-40.1776
142	-40.1775
143	-40.1764
144	-40.1762
145	-40.1758
146	-40.1767
147	-40.1762
148	-40.1762
149	-40.1763
150	-40.1761
151	-40.1766
152	-40.1758
153	-40.1763
154	-40.1762
155	-40.1763
156	-40.176
157	-40.1761
158	-40.176
159	-40.1756
160	-40.176
161	-40.176
162	-40.1759
163	-40.1761
164	-40.1763
165	-40.1762
166	-40.1761
167	-40.1761
168	-40.1758
169	-40.1759
170	-40.1764
171	-40.1766
172	-40.1764
173	-40.1764
174	-40.1758
175	-40.1758
176	-40.1758
177	-40.1758
178	-40.1758
179	-40.176
180	-40.176
181	-40.1759
182	-40.1759
183	-40.1758
184	-40.176
185	-40.176
186	-40.176
187	-40.176
188	-40.176
189	-40.176
190	-40.176
191	-40.176
192	-40.176
193	-40.176
194	-40.176
195	-40.1759
196	-40.1759
197	-40.176
198	-40.176
199	-40.176
200	-40.176
201	-40.176
202	-40.1759
203	-40.176
204	-40.176
205	-40.1764
206	-40.1762
207	-40.1754
208	-40.1754
209	-40.1754
210	-40.1754
211	-40.1757
212	-40.1761
213	-40.1759
214	-40.1761
215	-40.1758
216	-40.1759
217	-40.1758
218	-40.1754
219	-40.1754
220	-40.1754
221	-40.1757
222	-40.1758
223	-40.1756
224	-40.1754
225	-40.1754
226	-40.1754
227	-40.1754
228	-40.1754
229	-40.1754
230	-40.1754
231	-40.1756
232	-40.1754
233	-40.1755
234	-40.1758
235	-40.1758
236	-40.1758
237	-40.1758
238	-40.1757
239	-40.1758
240	-40.1758
241	-40.1759
242	-40.1758
243	-40.1759
244	-40.1758
245	-40.1759
246	-40.1758
247	-40.1759
248	-40.1759
249	-40.1759
250	-40.1758
251	-40.1757
252	-40.1757
253	-40.1759
254	-40.1759
255	-40.1757
256	-40.1757
257	-40.1758
258	-40.1758
259	-40.1761
260	-40.1757
261	-40.1757
262	-40.1757
263	-40.1757
264	-40.1757
265	-40.1756
266	-40.1756
267	-40.1762
268	-40.175
269	-40.1756
270	-40.1754
271	-40.1754
272	-40.1752
273	-40.1746
274	-40.1747
275	-40.174
276	-40.174
277	-40.174
278	-40.1744
279	-40.1742
280	-40.1744
281	-40.1743
282	-40.1742
283	-40.1745
284	-40.1745
285	-40.1742
286	-40.1738
287	-40.1743
288	-40.1762
289	-40.1762
290	-40.1762
291	-40.1762
292	-40.1762
293	-40.1744
294	-40.1745
295	-40.1755
296	-40.1752
297	-40.1751
298	-40.1748
299	-40.1748
300	-40.1761
