Gen#	Conn.	MW
1	7	13.5683
2	20	13.5737
3	25	13.5971
4	81	13.5904
5	52	13.5927
6	105	379.808
7	114	156.838
8	115	293.652
9	120	68.7317
10	121	118.343
11	139	1948.68
12	135	242.976
13	144	13.5768
14	173	13.5711
15	178	284.52
16	184	705.249
17	181	84.9256
18	182	219.658
19	187	104.164
20	167	376.764
21	191	218.644
22	195	13.5725
23	161	207.497
24	163	13.5736
25	203	230.807
26	204	84.9258
27	206	202.432
28	171	1215.94
29	205	1215.94
30	212	481.197
31	215	1991.18
32	226	429.485
33	235	275.404
34	241	101.126
35	243	455.846
36	246	253.106
37	249	306.828
38	252	349.399
39	254	303.787
40	256	607.921
41	244	253.106
42	258	557.229
43	257	583.011
44	237	172.034
45	262	84.9256
46	4	473.071
47	8	631.222
48	13	1226.07
49	22	236.884
50	24	376.764
51	32	334.203
52	39	187.234
53	41	415.292
54	59	506.55
55	68	37.3729
56	75	13.7151
57	79	45.4627
58	82	166.969
59	86	405.156
60	89	405.155
61	98	117.329
62	160	1308.97
63	177	709.294
64	201	560.257
65	270	13.6042
66	288	13.6171
67	290	13.6162
68	291	50.5202
69	292	8.07311
T.line#	From	To	From MW	To MW
1	1	2	-1.94353	1.94353
2	2	3	-384.78	384.78
3	4	2	-472.993	472.993
4	1	5	33.5813	-33.5813
5	5	6	-137.549	137.549
6	5	7	-403.856	403.856
7	8	5	-631.155	631.155
8	1	9	-928.957	928.957
9	1	10	-254.359	254.359
10	1	11	-159.205	159.205
11	1	12	105.112	-105.112
12	13	1	-1226.01	1226.01
13	9	14	-928.896	928.896
14	10	3	-117.831	117.831
15	3	15	-149.477	149.477
16	10	6	17.4397	-17.4397
17	10	16	-153.807	153.807
19	7	18	28.0023	-28.0023
20	7	19	-387.244	387.244
21	15	18	-53.3702	53.3702
22	20	18	15.0156	-15.0156
23	16	20	-119.554	119.554
24	18	21	-163.927	163.927
25	22	18	-236.807	236.807
26	16	23	-410.807	410.807
27	24	16	-376.694	376.694
28	21	25	-105.817	105.817
29	19	26	-227.131	227.131
30	14	26	-255.493	255.493
31	26	27	-226.993	226.993
32	26	28	-62.8779	62.8779
33	26	29	-33.376	33.376
34	26	30	-32.403	32.403
35	14	31	-673.296	673.296
36	32	27	-334.124	334.124
37	11	23	97.2039	-97.2039
38	11	33	-256.313	256.313
39	23	25	-482.179	482.179
40	25	34	16.451	-16.451
41	25	35	-22.8385	22.8385
42	23	36	245.74	-245.74
43	34	37	97.5578	-97.5578
44	36	37	-53.5003	53.5003
45	37	38	-121.951	121.951
46	39	37	-187.169	187.169
47	36	40	-115.863	115.863
48	41	36	-415.229	415.229
49	38	42	-76.8544	76.8544
50	42	35	-46.2605	46.2605
51	42	43	-2.46467	2.46467
52	44	45	181.067	-181.067
53	44	46	-113.128	113.128
54	44	47	-49.6207	49.6207
