Gen#	Conn.	MW
1	7	14.4446
2	20	14.449
3	25	14.4759
4	81	14.4625
5	52	14.4589
6	105	380.663
7	114	157.563
8	115	294.481
9	120	69.2448
10	121	119.004
11	139	1952.15
12	135	243.777
13	144	14.4541
14	173	14.447
15	178	285.347
16	184	706.145
17	181	85.4973
18	182	220.447
19	187	104.791
20	167	377.62
21	191	219.432
22	195	14.4559
23	161	208.274
24	163	14.4509
25	203	231.603
26	204	85.4976
27	206	203.205
28	171	1216.98
29	205	1216.99
30	212	482.067
31	215	1994.94
32	226	430.357
33	235	276.225
34	241	101.747
35	243	456.714
36	246	253.916
37	249	307.661
38	252	350.247
39	254	304.619
40	256	608.805
41	244	253.916
42	258	558.109
43	257	583.893
44	237	172.778
45	262	85.4987
46	4	473.94
47	8	632.113
48	13	1227.12
49	22	237.688
50	24	377.617
51	32	335.044
52	39	187.994
53	41	416.154
54	59	507.425
55	68	37.7202
56	75	14.5481
57	79	45.861
58	82	167.706
59	86	406.016
60	89	406.015
61	98	117.988
62	160	1310.11
63	177	710.197
64	201	561.144
65	270	14.4821
66	288	14.4895
67	290	14.4889
68	291	50.9482
69	292	8.16892
T.line#	From	To	From MW	To MW
1	1	2	12.9865	-12.9865
2	2	3	-370.611	370.611
3	4	2	-473.826	473.826
4	1	5	40.6147	-40.6147
5	5	6	-90.4763	90.4763
6	5	7	-444.653	444.653
7	8	5	-632.008	632.008
8	1	9	-929.739	929.739
9	1	10	-209.37	209.37
10	1	11	-171.884	171.884
11	1	12	50.6903	-50.6903
12	13	1	-1227.04	1227.04
13	9	14	-929.626	929.626
14	10	3	-105.126	105.126
15	3	15	-122.562	122.562
16	10	6	-29.6459	29.6459
17	10	16	-129.702	129.702
18	10	17	55.3482	-55.3482
19	7	18	-3.45512	3.45512
20	7	19	-397.334	397.334
21	15	18	-26.4282	26.4282
22	20	18	10.2056	-10.2056
23	16	20	-123.527	123.527
24	18	21	-174.004	174.004
25	22	18	-237.597	237.597
26	16	23	-383.525	383.525
27	24	16	-377.528	377.528
28	21	25	-115.878	115.878
29	19	26	-237.12	237.12
30	14	26	-246.157	246.157
31	26	27	-226.362	226.362
32	26	28	-62.8616	62.8616
33	26	29	-34.0463	34.0463
34	26	30	-32.7387	32.7387
35	14	31	-683.232	683.232
36	32	27	-334.882	334.882
37	11	23	82.1954	-82.1954
38	11	33	-253.943	253.943
