Gen#	Conn.	MW
1	7	13.6301
2	20	13.6313
3	25	13.6606
4	81	13.6428
5	52	13.6349
6	105	380.145
7	114	157.115
8	115	293.993
9	120	68.8965
10	121	118.581
11	139	1948.3
12	135	243.302
13	144	13.6382
14	173	13.6277
15	178	284.863
16	184	705.473
17	181	85.1171
18	182	219.978
19	187	104.383
20	167	377.105
21	191	218.964
22	195	13.6423
23	161	207.807
24	163	13.6342
25	203	231.131
26	204	85.1173
27	206	202.739
28	171	1215.88
29	205	1215.89
30	212	481.508
31	215	1990.77
32	226	429.826
33	235	275.739
34	241	101.342
35	243	456.166
36	246	253.436
37	249	307.167
38	252	349.74
39	254	304.126
40	256	608.184
41	244	253.436
42	258	557.514
43	257	583.285
44	237	172.322
45	262	85.1172
46	4	473.386
47	8	631.485
48	13	1226.02
49	22	237.215
50	24	377.101
51	32	334.545
52	39	187.533
53	41	415.623
54	59	506.859
55	68	37.4732
56	75	13.7693
57	79	45.5816
58	82	167.253
59	86	405.489
60	89	405.489
61	98	117.565
62	160	1308.88
63	177	709.528
64	201	560.552
65	270	13.667
66	288	13.6736
67	290	13.673
68	291	50.6515
69	292	8.09821
T.line#	From	To	From MW	To MW
1	1	2	20.5395	-20.5395
2	2	3	-362.685	362.685
3	4	2	-473.332	473.332
4	1	5	40.9401	-40.9401
5	5	6	-83.584	83.584
6	5	7	-450.828	450.828
7	8	5	-631.447	631.447
8	1	9	-919.615	919.615
9	1	10	-215.458	215.458
10	1	11	-175.625	175.625
11	1	12	43.2886	-43.2886
12	13	1	-1226	1226
13	9	14	-919.576	919.576
14	10	3	-116.568	116.568
15	3	15	-126.212	126.212
16	10	6	-36.437	36.437
17	10	16	-118.722	118.722
18	10	17	56.3563	-56.3563
19	7	18	-5.04428	5.04428
20	7	19	-401.279	401.279
21	15	18	-30.1809	30.1809
22	20	18	10.6856	-10.6856
23	16	20	-123.728	123.728
24	18	21	-178.669	178.669
25	22	18	-237.194	237.194
26	16	23	-372.031	372.031
27	24	16	-377.08	377.08
28	21	25	-120.648	120.648
29	19	26	-241.177	241.177
30	14	26	-239.832	239.832
31	26	27	-226.66	226.66
32	26	28	-61.6271	61.6271
33	26	29	-33.6039	33.6039
34	26	30	-32.1313	32.1313
35	14	31	-679.628	679.628
36	32	27	-334.463	334.463
37	11	23	75.1321	-75.1321
38	11	33	-250.734	250.734
39	23	25	-463.816	463.816
40	25	34	19.021	-19.021
41	25	35	-22.124	22.124
42	23	36	243.948	-243.948
43	34	37	100.033	-100.033
44	36	37	-55.8398	55.8398
45	37	38	-122.314	122.314
46	39	37	-187.526	187.526
47	36	40	-115.809	115.809
48	41	36	-415.614	415.614
49	38	42	-77.3044	77.3044
