Gen#	Conn.	MW
1	7	13.3345
2	20	13.3405
3	25	13.3636
4	81	13.3574
5	52	13.3588
6	105	379.678
7	114	156.758
8	115	293.536
9	120	68.6914
10	121	118.278
11	139	1948.27
12	135	242.872
13	144	13.3442
14	173	13.3405
15	178	284.407
16	184	705.071
17	181	84.8767
18	182	219.559
19	187	104.105
20	167	376.635
21	191	218.546
22	195	13.3419
23	161	207.401
24	163	13.3416
25	203	230.705
26	204	84.8769
27	206	202.338
28	171	1215.67
29	205	1215.67
30	212	481.05
31	215	1990.76
32	226	429.348
33	235	275.291
34	241	101.069
35	243	455.703
36	246	252.998
37	249	306.709
38	252	349.273
39	254	303.669
40	256	607.756
41	244	252.998
42	258	557.072
43	257	582.85
44	237	171.948
45	262	84.8766
46	4	472.926
47	8	631.055
48	13	1225.8
49	22	236.781
50	24	376.635
51	32	334.08
52	39	187.144
53	41	415.157
54	59	506.4
55	68	37.3508
56	75	13.4799
57	79	45.4357
58	82	166.885
59	86	405.022
60	89	405.021
61	98	117.265
62	160	1308.68
63	177	709.117
64	201	560.102
65	270	13.3719
66	288	13.382
67	290	13.3813
68	291	50.4902
69	292	8.06853
T.line#	From	To	From MW	To MW
1	1	2	-3.56756	3.56756
2	2	3	-386.28	386.28
3	4	2	-472.855	472.855
4	1	5	34.6076	-34.6076
5	5	6	-134.659	134.659
6	5	7	-405.567	405.567
7	8	5	-630.992	630.992
8	1	9	-922.631	922.631
9	1	10	-257.443	257.443
10	1	11	-159.569	159.569
11	1	12	103.074	-103.074
12	13	1	-1225.74	1225.74
13	9	14	-922.577	922.577
14	10	3	-120.726	120.726
15	3	15	-153.882	153.882
16	10	6	14.5584	-14.5584
17	10	16	-151.123	151.123
19	7	18	29.9159	-29.9159
20	7	19	-390.648	390.648
21	15	18	-57.7819	57.7819
22	20	18	16.2233	-16.2233
23	16	20	-118.569	118.569
24	18	21	-165.127	165.127
25	22	18	-236.706	236.706
26	16	23	-408.997	408.997
27	24	16	-376.571	376.571
28	21	25	-107.023	107.023
29	19	26	-230.543	230.543
30	14	26	-254.837	254.837
31	26	27	-227.102	227.102
32	26	28	-62.3248	62.3248
33	26	29	-32.9428	32.9428
34	26	30	-32.0565	32.0565
35	14	31	-667.644	667.644
36	32	27	-334.007	334.007
37	11	23	96.2567	-96.2567
38	11	33	-255.739	255.739
39	23	25	-481.844	481.844
40	25	34	15.9082	-15.9082
41	25	35	-22.9467	22.9467
42	23	36	246.253	-246.253
43	34	37	97.0088	-97.0088
44	36	37	-52.878	52.878
45	37	38	-121.808	121.808
46	39	37	-187.085	187.085
47	36	40	-115.857	115.857
48	41	36	-415.1	415.1
49	38	42	-76.7205	76.7205
50	42	35	-46.1441	46.1441
51	42	43	-2.45884	2.45884
52	44	45	179.07	-179.07
53	44	46	-109.306	109.306
54	44	47	-50.0891	50.0891
55	44	48	35.5359	-35.5359
56	45	31	179.168	-179.168
57	49	50	-134.321	134.321
58	50	51	-46.4961	46.4961
59	50	52	-123.07	123.07
60	50	53	35.434	-35.434
61	49	54	134.427	-134.427
62	28	46	-25.6263	25.6263
63	28	47	-22.3516	22.3516
64	28	48	28.6836	-28.6836
65	28	55	-37.8318	37.8318
66	28	29	28.6867	-28.6867
67	28	30	30.2006	-30.2006
68	28	56	21.2901	-21.2901
69	46	48	95.6443	-95.6443
70	46	57	-75.3625	75.3625
71	58	31	-506.241	506.241
72	59	58	-506.32	506.32
73	47	60	-26.2692	26.2692
74	48	31	308.149	-308.149
75	48	55	-25.0035	25.0035
76	48	61	-36.9945	36.9945
77	31	62	-686.368	686.368
78	57	63	-10.3303	10.3303
79	57	60	8.70765	-8.70765
80	57	64	-34.5379	34.5379
81	65	63	-256.763	256.763
82	63	66	-132.436	132.436
83	63	67	23.3101	-23.3101
84	68	63	-37.2707	37.2707
85	65	62	252.349	-252.349
86	65	69	299.53	-299.53
87	65	70	-294.939	294.939
88	62	71	-433.884	433.884
89	66	72	-46.3181	46.3181
90	66	73	-27.9505	27.9505
91	60	74	23.6111	-23.6111
92	55	61	15.9743	-15.9743
93	75	55	-13.3972	13.3972
94	61	76	-15.857	15.857
95	76	77	45.2602	-45.2602
96	64	67	34.5843	-34.5843
97	67	77	68.0538	-68.0538
98	77	78	90.1457	-90.1457
99	79	77	-45.3589	45.3589
100	78	80	42.5004	-42.5004
101	78	81	-21.0289	21.0289
102	82	78	-166.825	166.825
103	80	83	56.5817	-56.5817
104	83	84	274.663	-274.663
105	69	85	299.611	-299.611
106	85	84	-96.811	96.811
107	86	84	-404.965	404.965
108	85	87	-181.16	181.16
109	85	88	172.741	-172.741
110	89	85	-404.97	404.97
111	81	87	181.105	-181.105
112	81	90	-145.355	145.355
113	91	92	27.4425	-27.4425
114	93	91	50.4714	-50.4714
115	91	94	23.1905	-23.1905
116	95	96	84.337	-84.337
117	95	97	-28.195	28.195
118	96	51	20.4322	-20.4322
119	96	72	62.9691	-62.9691
120	98	96	-117.17	117.17
121	51	53	45.2728	-45.2728
122	51	99	-14.0966	14.0966
123	72	70	248.485	-248.485
124	72	52	-22.69	22.69
125	72	92	15.1291	-15.1291
126	70	54	4.341	-4.341
127	70	100	-50.5988	50.5988
128	52	53	49.1408	-49.1408
129	53	101	254.283	-254.283
130	53	102	-9.14772	9.14772
131	53	103	-11.1985	11.1985
132	53	104	-29.6983	29.6983
133	101	92	-88.0899	88.0899
134	101	105	342.525	-342.525
135	92	94	2.7345	-2.7345
136	102	94	19.0062	-19.0062
137	71	54	-138.919	138.919
138	71	106	-154.507	154.507
139	71	107	-140.259	140.259
140	108	109	107.977	-107.977
141	108	110	-107.896	107.896
142	109	33	167.264	-167.264
143	109	111	-44.1547	44.1547
144	109	112	-14.9773	14.9773
145	33	113	-88.3696	88.3696
146	29	114	40.1023	-40.1023
147	30	115	64.3059	-64.3059
148	114	113	5.6468	-5.6468
149	114	116	-104.704	104.704
150	115	117	-73.3749	73.3749
151	115	118	-139.847	139.847
152	113	116	-22.2744	22.2744
153	116	119	-46.2844	46.2844
154	116	111	-44.2508	44.2508
155	116	117	3.69853	-3.69853
156	120	119	7.25053	-7.25053
157	120	111	-9.08025	9.08025
158	110	74	43.4422	-43.4422
159	110	121	28.2965	-28.2965
