Gen#	Conn.	MW
1	1	6.41221e-08
2	4	6.40082e-08
3	6	6.40729e-08
4	8	6.4006e-08
5	10	372.722
6	12	72.222
7	15	6.39874e-08
8	18	6.39807e-08
9	19	6.39755e-08
10	24	6.39351e-08
11	25	185.704
12	26	263.453
13	27	6.39588e-08
14	31	5.9195
15	32	6.39654e-08
16	34	6.38872e-08
17	36	6.39019e-08
18	40	6.39495e-08
19	42	6.39368e-08
20	46	16.0793
21	49	173.497
22	54	40.6968
23	55	6.40473e-08
24	56	6.40201e-08
25	59	132.406
26	61	136.375
27	62	6.37695e-08
28	65	329.282
29	66	332.563
30	69	434.381
31	70	6.38711e-08
32	72	6.39025e-08
33	73	6.3874e-08
34	74	6.3856e-08
35	76	6.38453e-08
36	77	6.38219e-08
37	80	403.541
38	85	6.38003e-08
39	87	3.38215
40	89	507.459
41	90	6.37838e-08
42	91	6.3785e-08
43	92	6.37901e-08
44	99	6.37919e-08
45	100	213.945
46	103	33.8845
47	104	6.37786e-08
48	105	6.37774e-08
49	107	6.37769e-08
50	110	6.37748e-08
51	111	30.4912
52	112	6.37742e-08
53	113	6.3985e-08
54	116	6.38718e-08
T.line#	From	To	From MW	To MW
1	1	2	-19.9972	19.9972
2	1	3	70.9917	-70.9917
4	3	5	85.6689	-85.6689
5	3	12	24.3182	-24.3182
6	4	5	88.6381	-88.6381
7	4	11	-58.646	58.646
8	5	6	-77.5207	77.5207
9	8	5	-324.311	324.311
10	5	11	-72.4862	72.4862
11	6	7	-25.5194	25.5194
12	7	12	-6.52211	6.52211
13	8	9	372.722	-372.722
14	8	30	-48.4106	48.4106
15	9	10	372.722	-372.722
16	11	12	-30.511	30.511
17	11	13	-30.6306	30.6306
18	12	14	-13.684	13.684
19	12	16	-4.26572	4.26572
20	12	117	-19.9974	19.9974
21	13	15	3.36469	-3.36469
22	14	15	0.313052	-0.313052
23	15	17	98.0342	-98.0342
24	15	19	-5.6199	5.6199
25	15	33	1.2679	-1.2679
26	16	17	20.7317	-20.7317
27	17	18	-76.2019	76.2019
28	30	17	-216.71	216.71
29	17	31	-14.3617	14.3617
30	17	113	3.62362	-3.62362
31	18	19	-16.1996	16.1996
32	19	20	10.5245	-10.5245
33	19	34	12.6596	-12.6596
34	20	21	28.5261	-28.5261
35	21	22	42.5276	-42.5276
36	22	23	52.529	-52.529
37	23	24	20.844	-20.844
38	23	25	131.702	-131.702
39	23	32	-93.0156	93.0156
40	24	70	10.4246	-10.4246
41	24	72	10.421	-10.421
42	26	25	-71.3399	71.3399
43	25	27	-125.34	125.34
44	26	30	-192.112	192.112
45	27	28	-32.3372	32.3372
46	27	32	-11.0228	11.0228
47	27	115	-19.9783	19.9783
48	28	29	-15.336	15.336
49	29	31	8.66527	-8.66527
50	30	38	-23.8123	23.8123
51	31	32	31.3861	-31.3861
52	32	113	-3.62548	3.62548
53	32	114	-10.024	10.024
54	33	37	24.2688	-24.2688
55	34	36	-41.9896	41.9896
56	34	37	118.412	-118.412
57	34	43	-4.74933	4.74933
58	35	36	10.9825	-10.9825
59	35	37	22.0291	-22.0291
60	38	37	-205.862	205.862
61	37	39	-25.5456	25.5456
62	37	40	-15.6077	15.6077
63	38	65	182.05	-182.05
64	39	40	1.45434	-1.45434
65	40	41	-10.6977	10.6977
66	40	42	16.5447	-16.5447
67	41	42	26.3025	-26.3025
68	42	49	39.9242	-39.9242
69	42	49	39.9242	-39.9242
70	43	44	13.2559	-13.2559
71	44	45	29.2589	-29.2589
72	45	46	34.0672	-34.0672
73	45	49	48.1949	-48.1949
74	46	47	32.0763	-32.0763
75	46	48	13.9148	-13.9148
76	47	49	4.28827	-4.28827
77	47	69	61.7902	-61.7902
78	48	49	33.9164	-33.9164
79	49	50	-55.7251	55.7251
80	49	51	-77.8067	77.8067
81	49	54	-40.5197	40.5197
82	49	54	-40.2407	40.2407
83	49	66	120.952	-120.952
84	49	66	120.952	-120.952
85	49	69	52.146	-52.146
86	50	57	-38.7249	38.7249
87	51	52	-26.2281	26.2281
88	51	58	-14.5827	14.5827
89	52	53	-8.23138	8.23138
90	53	54	14.7641	-14.7641
91	54	55	-7.49979	7.49979
92	54	56	-16.7346	16.7346
93	54	59	30.527	-30.527
94	55	56	20.7375	-20.7375
95	55	59	34.7518	-34.7518
96	56	57	26.7288	-26.7288
97	56	58	2.58685	-2.58685
98	56	59	28.6198	-28.6198
99	56	59	30.0507	-30.0507
100	59	60	47.9702	-47.9702
101	59	61	57.212	-57.212
102	63	59	-163.321	163.321
103	60	61	111.956	-111.956
104	60	62	14.0078	-14.0078
105	61	62	-28.4452	28.4452
106	64	61	-61.2373	61.2373
107	62	66	37.7253	-37.7253
108	62	67	24.8349	-24.8349
109	63	64	163.313	-163.313
110	64	65	224.548	-224.548
111	65	66	-38.9145	38.9145
112	65	68	116.234	-116.234
113	66	67	-52.8371	52.8371
114	68	69	71.5051	-71.5051
115	68	81	44.7332	-44.7332
116	68	116	-0.00134511	0.00134511
117	69	70	-99.4905	99.4905
118	69	75	-101.444	101.444
119	69	77	-48.0004	48.0004
120	70	71	-10.4241	10.4241
121	70	74	-14.4824	14.4824
122	70	75	1.84372	-1.84372
123	71	72	-10.4221	10.4221
124	71	73	-0.000798612	0.000798612
125	74	75	53.5188	-53.5188
126	75	77	37.7222	-37.7222
127	75	118	-36.802	36.802
128	76	77	64.1999	-64.1999
129	76	118	3.80111	-3.80111
130	77	78	-50.1441	50.1441
131	77	80	96.8888	-96.8888
132	77	80	44.0029	-44.0029
133	77	82	24.1727	-24.1727
134	78	79	20.8618	-20.8618
135	79	80	59.8711	-59.8711
136	81	80	44.7338	-44.7338
137	80	96	-8.31613	8.31613
138	80	97	-15.6376	15.6376
139	80	98	-12.6417	12.6417
140	80	99	8.55529	-8.55529
141	82	83	58.1745	-58.1745
142	82	96	19.9989	-19.9989
143	83	84	31.5726	-31.5726
144	83	85	46.6028	-46.6028
145	84	85	42.5733	-42.5733
146	85	86	-17.619	17.619
147	85	88	55.4848	-55.4848
148	85	89	75.3119	-75.3119
149	86	87	3.38167	-3.38167
150	88	89	103.485	-103.485
151	89	90	-32.0058	32.0058
152	89	90	-60.3534	60.3534
153	89	92	-179.101	179.101
154	89	92	-57.2001	57.2001
155	90	91	-14.3583	14.3583
156	91	92	-14.3576	14.3576
157	92	93	-61.7147	61.7147
158	92	94	-56.1461	56.1461
159	92	100	-27.1098	27.1098
160	92	102	-40.6863	40.6863
161	93	94	-49.7142	49.7142
162	94	95	-55.4783	55.4783
163	94	96	-35.5701	35.5701
164	94	100	15.189	-15.189
165	95	96	-13.4775	13.4775
166	96	97	0.636672	-0.636672
167	98	100	21.3594	-21.3594
