
Locational Marginal Prices for Real Power at nodes ($/MWh): 
1	-37.2611
2	-37.2625
3	-37.262
4	-37.264
5	-37.2632
6	-37.2622
7	-37.2631
8	-37.2634
9	-37.2633
10	-37.2633
11	-37.2642
12	-37.2633
13	-37.2643
14	-37.2636
15	-37.264
16	-37.2636
17	-37.2641
18	-37.2642
19	-37.2643
20	-37.2645
21	-37.2646
22	-37.2647
23	-37.2649
24	-37.2653
25	-37.2646
26	-37.2645
27	-37.2645
28	-37.2645
29	-37.2645
30	-37.2643
31	-37.2644
32	-37.2646
33	-37.2646
34	-37.2653
35	-37.2652
36	-37.2653
37	-37.2654
38	-37.2652
39	-37.2656
40	-37.2658
41	-37.2659
42	-37.2662
43	-37.2658
44	-37.2664
45	-37.2667
46	-37.2668
47	-37.2669
48	-37.2669
49	-37.2669
50	-37.267
51	-37.2674
52	-37.2674
53	-37.2674
54	-37.2674
55	-37.2679
56	-37.2677
57	-37.2675
58	-37.2675
59	-37.2683
60	-37.2664
61	-37.2658
62	-37.2656
63	-37.268
64	-37.2667
65	-37.2666
66	-37.2666
67	-37.2662
68	-37.2669
69	-37.2671
70	-37.2666
71	-37.2665
72	-37.2659
73	-37.2665
74	-37.2667
75	-37.2667
76	-37.2669
77	-37.2666
78	-37.2673
79	-37.2677
80	-37.2668
81	-37.2665
82	-37.267
83	-37.267
84	-37.2674
85	-37.2674
86	-37.2675
87	-37.2675
88	-37.2676
89	-37.2677
90	-37.2677
91	-37.2677
92	-37.2676
93	-37.2676
94	-37.2676
95	-37.2673
96	-37.2671
97	-37.2669
98	-37.2671
99	-37.2674
100	-37.2677
101	-37.2677
102	-37.2676
103	-37.2678
104	-37.2679
105	-37.2679
106	-37.2679
107	-37.2679
108	-37.268
109	-37.268
110	-37.268
111	-37.268
112	-37.268
113	-37.2641
114	-37.2646
115	-37.2644
116	-37.2669
117	-37.2633
118	-37.2668
