Gen#	Conn.	MW
1	1	164.678
2	2	100
3	3	45.5277
4	6	71.3451
5	8	384.59
6	9	100
7	12	384.66
T.line#	From	To	From MW	To MW
1	1	2	41.8833	-41.8833
2	1	15	-64.9987	64.9987
3	1	16	-36.2551	36.2551
4	1	17	-50.3073	50.3073
5	2	3	-55.1169	55.1169
6	3	4	-14.4411	14.4411
7	3	15	-45.2035	45.2035
8	4	5	5.23313	-5.23313
9	4	6	12.5605	-12.5605
10	4	18	-14.0721	14.0721
11	4	18	-18.1628	18.1628
12	5	6	18.2331	-18.2331
13	6	7	3.97139	-3.97139
14	6	8	30.4771	-30.4771
15	7	8	68.378	-68.378
16	7	29	-64.4066	64.4066
17	8	9	-135.735	135.735
18	9	10	-27.1513	27.1513
19	9	11	-35.2655	35.2655
20	9	12	-10.6776	10.6776
21	9	13	-23.1418	23.1418
22	9	55	-18.4984	18.4984
23	10	12	11.1636	-11.1636
24	10	51	-33.3149	33.3149
25	11	13	-9.0845	9.0845
26	11	41	-10.6303	10.6303
27	11	43	-15.5507	15.5507
28	12	13	-8.73662	8.73662
29	12	16	-6.74488	6.74488
30	12	17	8.3073	-8.3073
31	13	14	-9.35539	9.35539
32	13	15	17.3654	-17.3654
33	13	49	-30.9728	30.9728
34	14	15	35.274	-35.274
35	14	46	-34.1295	34.1295
36	15	45	-35.563	35.563
37	18	19	-5.03489	5.03489
38	19	20	-1.73491	1.73491
39	21	20	-0.565073	0.565073
40	21	22	0.565068	-0.565068
41	22	23	-4.05112	4.05112
42	22	38	4.61619	-4.61619
43	23	24	2.24887	-2.24887
44	24	25	-7.11678	7.11678
45	24	25	-6.83906	6.83906
46	24	26	16.2047	-16.2047
47	25	30	-7.65575	7.65575
48	26	27	16.2048	-16.2048
49	27	28	25.5048	-25.5048
50	28	29	30.1048	-30.1048
51	29	52	-17.3017	17.3017
52	30	31	-4.05567	4.05567
53	31	32	1.74441	-1.74441
54	32	33	-3.80005	3.80005
55	34	32	-7.14457	7.14457
56	34	35	7.14459	-7.14459
57	35	36	13.1446	-13.1446
58	36	37	14.3708	-14.3708
59	36	40	-1.22616	1.22616
60	37	38	16.664	-16.664
61	37	39	-2.29322	2.29322
62	38	44	23.5631	-23.5631
64	38	49	11.7171	-11.7171
65	39	57	-2.29321	2.29321
66	40	56	-1.22615	1.22615
67	41	42	-9.8247	9.8247
68	41	43	13.5506	-13.5506
69	56	41	8.05612	-8.05612
70	56	42	2.72465	-2.72465
71	44	45	35.5631	-35.5631
72	46	47	-34.1295	34.1295
73	47	48	-4.42953	4.42953
74	48	49	-4.42954	4.42954
75	49	50	-5.68516	5.68516
76	50	51	15.3148	-15.3148
77	52	53	-12.4017	12.4017
78	53	54	7.59837	-7.59837
79	54	55	11.6984	-11.6984
80	57	56	4.40683	-4.40683
