Gen#	Conn.	MW
1	1	139.768
2	2	84.109
3	3	43.3348
4	6	82.2736
5	8	485.936
6	9	83.6607
7	12	336.761
T.line#	From	To	From MW	To MW
1	1	2	45.5274	-45.5274
2	1	15	-50.7411	50.7411
3	1	16	-37.554	37.554
4	1	17	-42	42
5	2	3	-35.5813	35.5813
6	3	4	16.6562	-16.6562
7	3	15	-54.5721	54.5721
8	4	5	18.5894	-18.5894
9	4	6	30.2596	-30.2596
10	4	18	-14.0538	14.0538
11	4	18	-18.139	18.139
12	5	6	31.5895	-31.5895
13	6	7	12.6299	-12.6299
14	6	8	41.9456	-41.9456
15	7	8	83.7816	-83.7816
16	7	29	-71.1516	71.1516
17	8	9	-210.209	210.209
18	9	10	-42.9732	42.9732
19	9	11	-50.6313	50.6313
20	9	12	-24.7056	24.7056
21	9	13	-38.6217	38.6217
22	9	55	-15.938	15.938
23	10	12	-0.592433	0.592433
24	10	51	-32.3807	32.3807
25	11	13	-24.778	24.778
26	11	41	-10.4902	10.4902
27	11	43	-15.3632	15.3632
28	12	13	20.3863	-20.3863
29	12	16	-5.4458	5.4458
31	13	14	-12.2381	12.2381
32	13	15	17.2709	-17.2709
33	13	49	-30.0469	30.0469
34	14	15	36.1661	-36.1661
35	14	46	-37.9035	37.9035
36	15	45	-29.8755	29.8755
37	18	19	-4.99247	4.99247
38	19	20	-1.69156	1.69156
39	21	20	-0.609774	0.609774
40	21	22	0.611265	-0.611265
41	22	23	-0.240875	0.240875
42	22	38	0.854452	-0.854452
43	23	24	6.06179	-6.06179
44	24	25	-7.30495	7.30495
45	24	25	-7.01988	7.01988
46	24	26	20.3884	-20.3884
47	25	30	-8.02317	8.02317
48	26	27	20.3894	-20.3894
49	27	28	29.6896	-29.6896
50	28	29	34.2895	-34.2895
51	29	52	-19.862	19.862
52	30	31	-4.42192	4.42192
53	31	32	1.37938	-1.37938
54	32	33	-3.80098	3.80098
55	34	32	-6.78233	6.78233
56	34	35	6.78362	-6.78362
57	35	36	12.7856	-12.7856
58	36	37	14.206	-14.206
59	36	40	-1.41852	1.41852
60	37	38	16.6415	-16.6415
61	37	39	-2.4336	2.4336
62	38	44	17.8727	-17.8727
63	38	48	9.86951	-9.86951
64	38	49	3.75775	-3.75775
65	39	57	-2.43233	2.43233
66	40	56	-1.41722	1.41722
67	41	42	-9.68109	9.68109
68	41	43	13.3633	-13.3633
69	56	41	7.87193	-7.87193
70	56	42	2.5806	-2.5806
71	44	45	29.8748	-29.8748
72	46	47	-37.9035	37.9035
73	47	48	-8.20374	8.20374
74	48	49	1.66726	-1.66726
75	49	50	-6.62009	6.62009
76	50	51	14.3807	-14.3807
77	52	53	-14.962	14.962
78	53	54	5.038	-5.038
79	54	55	9.138	-9.138
80	57	56	4.26853	-4.26853
