Gen#	Conn.	MW
1	1	139.765
2	2	83.9784
3	3	43.3361
4	6	82.2439
5	8	485.943
6	9	83.7001
7	12	336.794
T.line#	From	To	From MW	To MW
1	1	2	49.0393	-49.0393
2	1	15	-49.3338	49.3338
3	1	16	-35.2091	35.2091
4	1	17	-49.2603	49.2603
5	2	3	-31.9395	31.9395
6	3	4	23.8594	-23.8594
7	3	15	-58.134	58.134
8	4	5	22.1401	-22.1401
9	4	6	35.0218	-35.0218
10	4	18	-14.5371	14.5371
11	4	18	-18.7634	18.7634
12	5	6	35.1405	-35.1405
13	6	7	20.4073	-20.4073
14	6	8	42.5119	-42.5119
15	7	8	73.8483	-73.8483
16	7	29	-53.4411	53.4411
17	8	9	-219.583	219.583
18	9	10	-45.2331	45.2331
19	9	11	-55.3736	55.3736
20	9	12	-25.7791	25.7791
21	9	13	-42.6387	42.6387
22	9	55	-13.2588	13.2588
23	10	12	-0.0886326	0.0886326
24	10	51	-35.1449	35.1449
25	11	13	-28.0504	28.0504
26	11	41	-11.1212	11.1212
27	11	43	-16.2023	16.2023
28	12	13	14.868	-14.868
29	12	16	-7.79059	7.79059
30	12	17	7.26012	-7.26012
31	13	14	-17.6902	17.6902
32	13	15	14.606	-14.606
33	13	49	-34.7377	34.7377
34	14	15	35.5997	-35.5997
35	14	46	-42.7901	42.7901
36	15	45	-35.2616	35.2616
37	18	19	-6.09948	6.09948
38	19	20	-2.7997	2.7997
39	21	20	0.500569	-0.500569
40	21	22	-0.502106	0.502106
41	22	23	-18.8558	18.8558
42	22	38	18.3513	-18.3513
43	23	24	-12.5582	12.5582
44	24	25	-6.40514	6.40514
45	24	25	-6.15519	6.15519
47	25	30	-6.26227	6.26227
48	26	27	-1.39787e-05	1.39787e-05
49	27	28	9.29994	-9.29994
50	28	29	13.8999	-13.8999
51	29	52	-22.5413	22.5413
52	30	31	-2.66362	2.66362
53	31	32	3.13517	-3.13517
54	32	33	-3.79915	3.79915
55	34	32	-8.53262	8.53262
56	34	35	8.53128	-8.53128
57	35	36	14.5292	-14.5292
58	36	37	15.0875	-15.0875
59	36	40	-0.560435	0.560435
60	37	38	16.8952	-16.8952
61	37	39	-1.80973	1.80973
62	38	44	23.2648	-23.2648
63	38	48	17.6489	-17.6489
64	38	49	8.32808	-8.32808
65	39	57	-1.81113	1.81113
66	40	56	-0.561855	0.561855
67	41	42	-10.325	10.325
68	41	43	14.2025	-14.2025
69	56	41	8.69926	-8.69926
70	56	42	3.22559	-3.22559
71	44	45	35.2622	-35.2622
72	46	47	-42.7899	42.7899
73	47	48	-13.0892	13.0892
74	48	49	4.5581	-4.5581
75	49	50	-3.85372	3.85372
76	50	51	17.1452	-17.1452
77	52	53	-17.6413	17.6413
78	53	54	2.35866	-2.35866
79	54	55	6.45871	-6.45871
80	57	56	4.88798	-4.88798
