Gen#	Conn.	MW
1	1	140.69
2	2	88.6464
3	3	43.4567
4	6	79.0709
5	8	476.09
6	9	88.2291
7	12	339.998
T.line#	From	To	From MW	To MW
1	1	2	50.994	-50.994
2	1	15	-47.9443	47.9443
3	1	16	-37.3432	37.3432
4	1	17	-51.3966	51.3966
5	2	3	-34.6525	34.6525
6	3	4	16.0568	-16.0568
7	3	15	-53.1656	53.1656
8	4	5	18.2955	-18.2955
9	4	6	29.8942	-29.8942
10	4	18	-14.0271	14.0271
11	4	18	-18.1049	18.1049
12	5	6	31.2957	-31.2957
13	6	7	14.0569	-14.0569
14	6	8	43.0623	-43.0623
15	7	8	84.4395	-84.4395
16	7	29	-70.3826	70.3826
17	8	9	-193.589	193.589
18	9	10	-45.0283	45.0283
19	9	11	-55.5127	55.5127
21	9	13	-43.3829	43.3829
22	9	55	-16.894	16.894
23	10	12	-6.6566	6.6566
24	10	51	-33.3719	33.3719
25	11	13	-29.3651	29.3651
26	11	41	-10.6159	10.6159
27	11	43	-15.5319	15.5319
28	12	13	26.6054	-26.6054
29	12	16	-5.65666	5.65666
30	12	17	9.39647	-9.39647
31	13	14	-13.3929	13.3929
32	13	15	15.3117	-15.3117
33	13	49	-30.0618	30.0618
34	14	15	34.0245	-34.0245
35	14	46	-36.9175	36.9175
36	15	45	-29.7733	29.7733
37	18	19	-4.93155	4.93155
38	19	20	-1.63172	1.63172
39	21	20	-0.667779	0.667779
40	21	22	0.666968	-0.666968
41	22	23	-0.33971	0.33971
42	22	38	1.0054	-1.0054
43	23	24	5.95881	-5.95881
44	24	25	-7.455	7.455
45	24	25	-7.16407	7.16407
46	24	26	20.577	-20.577
47	25	30	-7.91967	7.91967
48	26	27	20.5765	-20.5765
49	27	28	29.8765	-29.8765
50	28	29	34.4766	-34.4766
51	29	52	-18.906	18.906
52	30	31	-4.3201	4.3201
53	31	32	1.47949	-1.47949
54	32	33	-3.79966	3.79966
55	34	32	-6.87845	6.87845
56	34	35	6.87783	-6.87783
57	35	36	12.8769	-12.8769
58	36	37	14.1221	-14.1221
59	36	40	-1.24623	1.24623
60	37	38	16.4243	-16.4243
61	37	39	-2.30313	2.30313
62	38	44	17.7747	-17.7747
63	38	48	9.39476	-9.39476
64	38	49	4.25809	-4.25809
65	39	57	-2.30378	2.30378
66	40	56	-1.24689	1.24689
67	41	42	-9.81043	9.81043
68	41	43	13.5319	-13.5319
69	56	41	8.03767	-8.03767
70	56	42	2.71068	-2.71068
71	44	45	29.7735	-29.7735
72	46	47	-36.9173	36.9173
73	47	48	-7.21682	7.21682
74	48	49	2.17725	-2.17725
75	49	50	-5.62744	5.62744
76	50	51	15.3721	-15.3721
77	52	53	-14.006	14.006
78	53	54	5.994	-5.994
79	54	55	10.094	-10.094
80	57	56	4.39582	-4.39582
