Gen#	Conn.	MW
1	1	140.244
2	2	84.6757
3	3	43.2738
4	6	83.6274
5	8	485.813
6	9	84.702
7	12	338.423
T.line#	From	To	From MW	To MW
1	1	2	44.0219	-44.0219
2	1	15	-51.7782	51.7782
3	1	16	-28.8878	28.8878
4	1	17	-48.598	48.598
5	2	3	-37.6548	37.6548
6	3	4	9.35884	-9.35884
7	3	15	-49.2858	49.2858
8	4	5	15.3936	-15.3936
9	4	6	26.1369	-26.1369
10	4	18	-14.0428	14.0428
11	4	18	-18.1256	18.1256
12	5	6	28.3944	-28.3944
13	6	7	3.68258	-3.68258
14	6	8	42.2229	-42.2229
15	7	8	97.1099	-97.1099
16	7	29	-93.4273	93.4273
17	8	9	-196.48	196.48
18	9	10	-37.2604	37.2604
19	9	11	-47.5369	47.5369
20	9	12	-20.4626	20.4626
21	9	13	-35.4177	35.4177
22	9	55	-19.5046	19.5046
23	10	12	1.72977	-1.72977
24	10	51	-33.9909	33.9909
25	11	13	-21.4951	21.4951
26	11	41	-10.5704	10.5704
27	11	43	-15.4718	15.4718
28	12	13	7.35702	-7.35702
29	12	16	5.88832	-5.88832
30	12	17	6.59755	-6.59755
31	13	14	-15.2604	15.2604
32	13	15	14.8723	-14.8723
33	13	49	-31.1691	31.1691
34	14	15	33.1211	-33.1211
35	14	46	-37.8817	37.8817
36	15	45	-31.07	31.07
37	18	19	-4.96652	4.96652
38	19	20	-1.6666	1.6666
39	21	20	-0.632345	0.632345
40	21	22	0.630237	-0.630237
41	22	23	-4.01499	4.01499
42	22	38	4.6419	-4.6419
43	23	24	2.28093	-2.28093
44	24	25	-7.11504	7.11504
45	24	25	-6.83739	6.83739
46	24	26	16.2313	-16.2313
47	25	30	-7.6539	7.6539
48	26	27	16.23	-16.23
49	27	28	25.5302	-25.5302
50	28	29	30.1307	-30.1307
51	29	52	-16.2962	16.2962
52	30	31	-4.05495	4.05495
53	31	32	1.744	-1.744
54	32	33	-3.79913	3.79913
55	34	32	-7.14138	7.14138
56	34	35	7.13983	-7.13983
57	35	36	13.1375	-13.1375
58	36	37	14.4347	-14.4347
59	36	40	-1.29967	1.29967
60	37	38	16.7832	-16.7832
61	37	39	-2.35085	2.35085
62	38	44	19.0733	-19.0733
63	38	48	11.0247	-11.0247
64	38	49	5.32181	-5.32181
65	39	57	-2.35242	2.35242
66	40	56	-1.30128	1.30128
67	41	42	-9.76463	9.76463
68	41	43	13.4721	-13.4721
69	56	41	7.97865	-7.97865
70	56	42	2.66525	-2.66525
71	44	45	31.0706	-31.0706
72	46	47	-37.8813	37.8813
73	47	48	-8.18034	8.18034
74	48	49	2.84257	-2.84257
75	49	50	-5.00732	5.00732
76	50	51	15.9914	-15.9914
77	52	53	-11.3959	11.3959
78	53	54	8.60434	-8.60434
79	54	55	12.7045	-12.7045
80	57	56	4.34659	-4.34659
