Gen#	Conn.	MW
1	1	164.677
2	2	100
3	3	45.5291
4	6	71.3451
5	8	384.585
6	9	100
7	12	384.662
T.line#	From	To	From MW	To MW
1	1	2	43.0847	-43.0847
2	1	15	-64.0322	64.0322
3	1	16	-37.338	37.338
4	1	17	-51.3913	51.3913
5	2	3	-53.9153	53.9153
6	3	4	-12.2138	12.2138
7	3	15	-46.2306	46.2306
8	4	5	6.02003	-6.02003
9	4	6	13.6068	-13.6068
10	4	18	-13.9	13.9
11	4	18	-17.9407	17.9407
12	5	6	19.02	-19.02
13	6	7	5.05419	-5.05419
14	6	8	31.2275	-31.2275
15	7	8	68.6386	-68.6386
16	7	29	-63.5844	63.5844
17	8	9	-134.719	134.719
18	9	10	-30.1839	30.1839
19	9	11	-38.4364	38.4364
21	9	13	-26.58	26.58
22	9	55	-18.5186	18.5186
23	10	12	8.30186	-8.30186
24	10	51	-33.4858	33.4858
25	11	13	-12.8397	12.8397
26	11	41	-10.3791	10.3791
27	11	43	-15.2176	15.2176
28	12	13	-3.08905	3.08905
29	12	16	-5.66204	5.66204
30	12	17	9.39128	-9.39128
31	13	14	-11.5603	11.5603
32	13	15	18.2206	-18.2206
33	13	49	-31.169	31.169
34	14	15	38.1559	-38.1559
35	14	46	-39.2162	39.2162
36	15	45	-31.8863	31.8863
37	18	19	-4.64067	4.64067
38	19	20	-1.34072	1.34072
39	21	20	-0.959205	0.959205
40	21	22	0.959127	-0.959127
41	22	23	-4.80119	4.80119
42	22	38	5.7602	-5.7602
43	23	24	1.49867	-1.49867
44	24	25	-7.09061	7.09061
45	24	25	-6.8139	6.8139
46	24	26	15.4031	-15.4031
47	25	30	-7.6046	7.6046
48	26	27	15.403	-15.403
49	27	28	24.703	-24.703
50	28	29	29.303	-29.303
51	29	52	-17.2814	17.2814
52	30	31	-4.00467	4.00467
53	31	32	1.79526	-1.79526
54	32	33	-3.79995	3.79995
55	34	32	-7.19509	7.19509
56	34	35	7.19502	-7.19502
57	35	36	13.1949	-13.1949
58	36	37	14.7495	-14.7495
59	36	40	-1.55465	1.55465
60	37	38	17.2977	-17.2977
61	37	39	-2.54832	2.54832
62	38	44	19.8865	-19.8865
63	38	48	12.0426	-12.0426
64	38	49	5.12858	-5.12858
65	39	57	-2.54839	2.54839
66	40	56	-1.55472	1.55472
67	41	42	-9.56918	9.56918
68	41	43	13.2176	-13.2176
69	56	41	7.72756	-7.72756
70	56	42	2.46921	-2.46921
71	44	45	31.8864	-31.8864
72	46	47	-39.2162	39.2162
73	47	48	-9.51617	9.51617
74	48	49	2.52635	-2.52635
75	49	50	-5.51418	5.51418
76	50	51	15.4858	-15.4858
77	52	53	-12.3814	12.3814
78	53	54	7.61859	-7.61859
79	54	55	11.7186	-11.7186
80	57	56	4.15156	-4.15156
