Gen#	Conn.	MW
1	1	140.129
2	2	85.1975
3	3	43.3791
4	6	82.9083
5	8	485.858
6	9	84.9971
7	12	338.289
T.line#	From	To	From MW	To MW
1	1	2	45.041	-45.041
2	1	15	-52.8967	52.8967
3	1	16	-28.7812	28.7812
4	1	17	-48.4911	48.4911
5	2	3	-37.1568	37.1568
6	3	4	14.2239	-14.2239
7	3	15	-53.7588	53.7588
8	4	5	17.8801	-17.8801
9	4	6	29.3856	-29.3856
10	4	18	-14.4232	14.4232
11	4	18	-18.6165	18.6165
12	5	6	30.8804	-30.8804
13	6	7	9.79745	-9.79745
14	6	8	42.5609	-42.5609
15	7	8	89.133	-89.133
16	7	29	-79.3357	79.3357
17	8	9	-204.164	204.164
18	9	10	-39.4041	39.4041
19	9	11	-51.1213	51.1213
20	9	12	-21.8097	21.8097
21	9	13	-38.4624	38.4624
22	9	55	-17.3638	17.3638
23	10	12	1.43458	-1.43458
24	10	51	-35.8391	35.8391
25	11	13	-23.9907	23.9907
26	11	41	-11.0383	11.0383
27	11	43	-16.0925	16.0925
28	12	13	6.06234	-6.06234
29	12	16	5.78146	-5.78146
30	12	17	6.49097	-6.49097
31	13	14	-18.002	18.002
32	13	15	14.2016	-14.2016
33	13	49	-34.5911	34.5911
34	14	15	35.2425	-35.2425
35	14	46	-42.7447	42.7447
36	15	45	-35.211	35.211
37	18	19	-5.83857	5.83857
38	19	20	-2.5388	2.5388
39	21	20	0.239706	-0.239706
40	21	22	-0.241293	0.241293
41	22	23	-18.8597	18.8597
42	22	38	18.6159	-18.6159
43	23	24	-12.5622	12.5622
44	24	25	-6.4072	6.4072
45	24	25	-6.15718	6.15718
47	25	30	-6.26646	6.26646
48	26	27	-3.70411e-05	3.70411e-05
49	27	28	9.29984	-9.29984
50	28	29	13.8997	-13.8997
51	29	52	-18.4362	18.4362
52	30	31	-2.66792	2.66792
53	31	32	3.13075	-3.13075
54	32	33	-3.79908	3.79908
55	34	32	-8.52798	8.52798
56	34	35	8.52658	-8.52658
57	35	36	14.5244	-14.5244
58	36	37	15.1912	-15.1912
59	36	40	-0.668952	0.668952
60	37	38	17.0826	-17.0826
61	37	39	-1.89352	1.89352
62	38	44	23.2143	-23.2143
63	38	48	17.883	-17.883
64	38	49	8.59636	-8.59636
65	39	57	-1.89497	1.89497
66	40	56	-0.670425	0.670425
67	41	42	-10.2408	10.2408
68	41	43	14.0927	-14.0927
69	56	41	8.59093	-8.59093
70	56	42	3.14139	-3.14139
71	44	45	35.2116	-35.2116
72	46	47	-42.7445	42.7445
73	47	48	-13.0439	13.0439
74	48	49	4.83751	-4.83751
75	49	50	-3.15954	3.15954
76	50	51	17.8394	-17.8394
77	52	53	-13.5362	13.5362
78	53	54	6.46374	-6.46374
79	54	55	10.5638	-10.5638
80	57	56	4.80409	-4.80409
