Gen#	Conn.	MW
1	1	192
2	2	192
3	7	266.101
4	13	206
5	15	66
6	16	54
7	18	258.346
8	21	235.978
9	22	300
10	23	293.754
11	25	192
12	26	192
13	31	192.43
14	37	206
15	39	66
16	40	54
17	42	250.164
18	45	200.839
19	46	229.938
20	47	250
T.line#	From	To	From MW	To MW
1	1	2	-0.0873383	0.0873383
2	1	3	-35.5293	35.5293
3	1	5	-83.2706	83.2706
4	2	4	-63.0275	63.0275
5	2	6	-63.5744	63.5744
6	3	9	-11.0162	11.0162
7	3	24	96.1746	-96.1746
8	4	9	-13.0604	13.0604
9	5	10	-35.2122	35.2122
10	6	10	28.3944	-28.3944
11	7	8	-114.855	114.855
12	8	9	3.46823	-3.46823
13	8	10	-3.35994	3.35994
14	9	11	36.4975	-36.4975
15	9	12	59.9922	-59.9922
16	10	11	48.3995	-48.3995
17	10	12	71.8941	-71.8941
18	11	13	44.5029	-44.5029
19	11	14	40.7894	-40.7894
20	12	13	59.3618	-59.3618
21	12	23	72.9595	-72.9595
22	13	23	71.2984	-71.2984
23	14	16	170.931	-170.931
24	15	16	-73.8504	73.8504
25	15	21	316.619	-316.619
26	15	24	-96.357	96.357
27	16	17	252.914	-252.914
28	16	19	-142.392	142.392
29	17	18	134.754	-134.754
30	17	22	118.493	-118.493
31	18	21	100.231	-100.231
32	19	20	-19.8842	19.8842
33	20	23	106.343	-106.343
34	21	22	181.23	-181.23
35	25	26	-4.82981	4.82981
36	25	27	-25.4084	25.4084
37	25	29	-88.7806	88.7806
38	26	28	-65.0547	65.0547
39	26	30	-66.4349	66.4349
40	27	33	-36.5125	36.5125
41	27	48	64.9999	-64.9999
42	28	33	-15.1583	15.1583
43	29	34	-40.7915	40.7915
44	30	34	25.4769	-25.4769
45	31	32	-108.138	108.138
46	32	33	18.0424	-18.0424
47	32	34	8.73593	-8.73593
48	33	35	33.7411	-33.7411
49	33	36	49.62	-49.62
50	34	35	53.9499	-53.9499
51	34	36	69.8289	-69.8289
52	35	37	60.4249	-60.4249
53	35	38	27.6092	-27.6092
54	36	37	40.7358	-40.7358
55	36	47	79.0578	-79.0578
56	37	47	73.1637	-73.1637
57	38	40	157.719	-157.719
58	39	40	-55.4327	55.4327
59	39	45	271.88	-271.88
60	39	48	-65.1763	65.1763
61	40	41	226.908	-226.908
62	40	43	-111.231	111.231
63	41	42	93.9408	-93.9408
64	41	46	90.7057	-90.7057
65	42	45	67.5704	-67.5704
66	43	44	11.2453	-11.2453
67	44	47	97.434	-97.434
68	45	46	138.966	-138.966
69	7	27	-66.832	66.832
70	13	39	4.74075	-4.74075
71	23	41	-42.65	42.65
