Gen#	Conn.	MW
1	1	192
2	2	192
3	7	267.612
4	13	206
5	15	66
6	16	54
7	18	259.697
8	21	237.161
9	22	300
10	23	294.514
11	25	192
12	26	192
13	31	193.56
14	37	206
15	39	66
16	40	54
17	42	251.471
18	45	201.82
19	46	231.388
20	47	250
T.line#	From	To	From MW	To MW
1	1	2	41.6062	-41.6062
2	1	3	-45.6754	45.6754
3	1	5	-114.931	114.931
4	2	4	-85.0682	85.0682
6	3	9	-35.8074	35.8074
7	3	24	110.94	-110.94
8	4	9	-35.1043	35.1043
9	5	10	-66.8951	66.8951
10	6	10	91.8824	-91.8824
11	7	8	-124.342	124.342
12	8	9	4.29579	-4.29579
13	8	10	-13.5214	13.5214
14	9	11	26.1357	-26.1357
15	9	12	24.4121	-24.4121
16	10	11	71.8598	-71.8598
17	10	12	70.1362	-70.1362
18	11	13	72.9041	-72.9041
19	11	14	25.5807	-25.5807
20	12	13	5.21098	-5.21098
21	12	23	89.803	-89.803
22	13	23	81.9168	-81.9168
23	14	16	155.817	-155.817
24	15	16	-50.2326	50.2326
25	15	21	308.177	-308.177
26	15	24	-111.235	111.235
27	16	17	263.177	-263.177
28	16	19	-143.966	143.966
29	17	18	121.112	-121.112
30	17	22	142.476	-142.476
31	18	21	85.4287	-85.4287
32	19	20	-21.3578	21.3578
33	20	23	104.977	-104.977
34	21	22	157.071	-157.071
35	25	26	-3.02829	3.02829
36	25	27	-22.1926	22.1926
37	25	29	-93.3863	93.3863
38	26	28	-63.3542	63.3542
39	26	30	-65.9501	65.9501
40	27	33	-42.7823	42.7823
41	27	48	82.9926	-82.9926
42	28	33	-13.2206	13.2206
43	29	34	-45.153	45.153
44	30	34	26.2023	-26.2023
45	31	32	-109.005	109.005
46	32	33	18.338	-18.338
47	32	34	7.90602	-7.90602
48	33	35	34.8277	-34.8277
49	33	36	44.9674	-44.9674
50	34	35	54.8222	-54.8222
51	34	36	64.9619	-64.9619
52	35	37	62.7617	-62.7617
53	35	38	27.533	-27.533
54	36	37	32.5892	-32.5892
55	36	47	77.976	-77.976
56	37	47	67.7248	-67.7248
57	38	40	157.851	-157.851
58	39	40	-50.9577	50.9577
59	39	45	249.738	-249.738
60	39	48	-83.3253	83.3253
61	40	41	226.022	-226.022
62	40	43	-105.371	105.371
63	41	42	87.4318	-87.4318
64	41	46	122.091	-122.091
65	42	45	60.0713	-60.0713
66	43	44	17.2973	-17.2973
67	44	47	103.686	-103.686
68	45	46	108.73	-108.73
69	7	27	-58.7248	58.7248
70	13	39	-31.415	31.415
71	23	41	-17.1247	17.1247
