Gen#	Conn.	MW
1	1	192
2	2	192
3	7	267.661
4	13	206
5	15	66
6	16	54
7	18	259.737
8	21	237.207
9	22	300
10	23	294.564
11	25	192
12	26	192
13	31	193.611
14	37	206
15	39	66
16	40	54
17	42	251.516
18	45	201.872
19	46	231.417
20	47	250
T.line#	From	To	From MW	To MW
1	1	2	19.8817	-19.8817
2	1	3	-68.048	68.048
3	1	5	-70.6895	70.6895
4	2	4	-55.3632	55.3632
5	2	6	-51.2975	51.2975
6	3	9	52.6132	-52.6132
8	4	9	-5.36436	5.36436
9	5	10	-22.5866	22.5866
10	6	10	40.7263	-40.7263
11	7	8	-130.532	130.532
12	8	9	-9.84059	9.84059
13	8	10	-5.54911	5.54911
14	9	11	69.1264	-69.1264
15	9	12	85.5194	-85.5194
16	10	11	63.4076	-63.4076
17	10	12	79.8006	-79.8006
18	11	13	60.754	-60.754
19	11	14	72.2959	-72.2959
20	12	13	56.1461	-56.1461
21	12	23	109.737	-109.737
22	13	23	111.352	-111.352
23	14	16	202.545	-202.545
24	15	16	-163.059	163.059
25	15	21	309.738	-309.738
26	15	24	-0.120096	0.120096
27	16	17	261.925	-261.925
28	16	19	-208.777	208.777
29	17	18	164.014	-164.014
30	17	22	98.4046	-98.4046
31	18	21	128.267	-128.267
32	19	20	-86.1425	86.1425
33	20	23	40.2335	-40.2335
34	21	22	201.245	-201.245
35	25	26	-1.83104	1.83104
36	25	27	-24.855	24.855
37	25	29	-91.9632	91.9632
38	26	28	-63.0908	63.0908
39	26	30	-65.0663	65.0663
40	27	33	-37.6016	37.6016
41	27	48	81.3024	-81.3024
42	28	33	-12.984	12.984
43	29	34	-43.7552	43.7552
44	30	34	27.0614	-27.0614
45	31	32	-109.057	109.057
46	32	33	17.8948	-17.8948
47	32	34	8.27491	-8.27491
48	33	35	36.1448	-36.1448
49	33	36	48.586	-48.586
50	34	35	54.9635	-54.9635
51	34	36	67.4046	-67.4046
52	35	37	60.6463	-60.6463
53	35	38	31.0859	-31.0859
54	36	37	37.2421	-37.2421
55	36	47	79.3653	-79.3653
56	37	47	70.2351	-70.2351
57	38	40	161.401	-161.401
58	39	40	-50.8067	50.8067
59	39	45	257.332	-257.332
60	39	48	-81.6283	81.6283
61	40	41	233.646	-233.646
62	40	43	-109.261	109.261
63	41	42	83.3318	-83.3318
64	41	46	118.565	-118.565
65	42	45	55.9907	-55.9907
66	43	44	13.4124	-13.4124
67	44	47	99.7969	-99.7969
68	45	46	112.24	-112.24
69	7	27	-52.5428	52.5428
70	13	39	-22.0033	22.0033
71	23	41	-32.4358	32.4358
