
Locational Marginal Prices for Real Power at nodes ($/MWh): 
1	-42.1111
2	-42.1101
3	-42.1095
4	-42.1093
5	-42.1099
6	-42.1091
7	-42.1069
8	-42.1078
9	-42.1084
10	-42.1085
11	-42.1081
12	-42.1072
13	-42.1073
14	-42.1077
15	-42.1076
16	-42.1072
17	-42.1067
18	-42.1068
19	-42.1073
20	-42.1072
21	-42.1073
22	-42.1075
23	-42.1069
24	-42.1076
25	-42.1065
26	-42.1067
27	-42.1062
28	-42.1065
29	-42.1065
30	-42.1068
31	-42.1055
32	-42.1061
33	-42.1065
34	-42.1066
35	-42.1068
36	-42.1066
37	-42.1069
38	-42.1067
39	-42.1055
40	-42.1067
41	-42.1071
42	-42.1056
43	-42.1068
44	-42.1069
45	-42.1047
46	-42.1051
47	-42.1069
48	-42.1057
